0.755189,0.653001,2.32286
-0.71282,-0.231231,-1.58135
-0.469787,-0.492287,-0.499375
0.519489,-0.847553,-1.1651
0.838213,0.233165,1.54256
-0.502107,0.323181,0.00654453
0.645407,-0.708985,0.439726
-0.217682,0.0296491,-0.617505
0.316519,0.616752,1.10486
0.618105,-0.0656082,-0.0751438
0.125802,-0.545865,-1.18709
-0.896763,-0.913365,-2.59144
-0.343721,0.392102,-0.767686
-0.0937631,-0.361455,-0.553169
-0.130832,-0.781145,-0.788785
0.129717,-0.161966,0.60705
-0.376359,-0.717028,-1.339
0.832856,-0.967053,-0.194147
-0.510334,0.168611,-1.29425
0.217511,0.852103,0.251676
0.876962,0.0276296,1.81126
-0.177047,-0.770699,-0.023011
-0.907594,0.384069,-0.330732
0.25355,-0.367694,0.705699
-0.401014,0.10249,-0.348682
0.820276,0.782572,0.694559
0.55197,-0.421265,1.08167
-0.039848,-0.0551557,0.856381
0.886347,-0.193622,0.673612
0.858214,0.119236,1.46505
-0.129989,0.779519,0.317042
0.435182,-0.108717,1.07309
-0.436815,-0.70218,-2.0836
0.704659,-0.689368,-0.023865
-0.0922029,0.749176,0.725298
0.788976,0.219823,0.185868
-0.526973,0.699387,-0.109395
-0.336628,0.533179,-0.613692
-0.208236,-0.414829,-1.11832
0.734013,0.602822,1.74506
-0.829143,0.744115,-0.784477
-0.968536,-0.277208,-1.00407
-0.698512,0.649479,0.538586
0.360751,-0.594044,-0.543827
-0.59928,-0.555794,-1.39732
-0.363628,0.179432,0.391218
-0.622191,0.840184,-0.00668309
0.312346,-0.954782,-1.20119
0.676052,-0.762972,-0.5661
-0.989841,-0.969255,-2.32282
-0.830795,-0.968234,-2.25813
0.956335,0.432315,0.412505
0.879993,-0.391812,-0.0841693
0.88936,-0.0700387,1.39425
-0.477903,-0.666704,-1.38316
0.251243,-0.160275,-0.446111
-0.721932,0.433544,-0.126251
0.193662,-0.702876,-1.00136
0.622626,-0.954355,0.376061
-0.612061,0.830771,0.761278
0.712661,-0.317015,1.22503
0.726867,-0.402191,0.357211
-0.230125,-0.387417,-1.25892
0.511257,-0.0611623,-0.273067
0.70609,0.353851,0.836207
0.417937,-0.82176,-0.112187
-0.208997,-0.144342,-1.30953
0.303821,0.778446,0.27178
0.624185,-0.685024,-0.612291
-0.345792,0.612826,0.826812
-0.717304,-0.463396,-0.338111
0.117554,-0.389462,-1.07423
0.942716,0.481627,1.73839
-0.674684,-0.388397,-0.332612
0.473128,0.206019,1.01943
0.418562,0.808971,1.71745
-0.162092,-0.222027,-0.0969115
-0.660844,0.282358,-1.17087
0.906745,-0.151085,0.849721
-0.0520252,0.694601,1.54678
0.11003,-0.183308,0.232099
-0.842296,0.731703,0.50879
0.161441,-0.53404,0.214408
0.79064,0.901391,1.26847
0.521157,-0.372285,-0.42319
-0.837515,-0.87595,-2.26514
-0.21524,0.826386,-0.223846
-0.2495,-0.784334,-1.94709
-0.934731,0.190335,-1.11896
-0.860145,-0.0753583,-0.311943
-0.633706,0.90247,-0.464973
0.170027,0.231091,0.344372
-0.333835,0.0725703,0.405138
0.31712,0.734747,1.46373
0.234943,0.710164,0.102534
-0.952963,-0.492043,-2.0626
0.722552,0.532765,1.89532
0.546093,0.994402,0.822285
0.347255,-0.455106,-0.519051
0.0422592,-0.455572,-0.88381
